date,state,condition,cases
2020-03-01,"Washington County, OR",confirmed,1
2020-03-02,"Washington County, OR",confirmed,2
2020-03-03,"Washington County, OR",confirmed,2
2020-03-04,"Washington County, OR",confirmed,2
2020-03-05,"Washington County, OR",confirmed,2
2020-03-06,"Washington County, OR",confirmed,2
2020-03-07,"Washington County, OR",confirmed,3
2020-03-08,"Washington County, OR",confirmed,8
2020-03-09,"Washington County, OR",confirmed,8
2020-02-29,"Snohomish County, WA",confirmed,1
2020-03-01,"Snohomish County, WA",confirmed,2
2020-03-02,"Snohomish County, WA",confirmed,4
2020-03-03,"Snohomish County, WA",confirmed,6
2020-03-04,"Snohomish County, WA",confirmed,8
2020-03-05,"Snohomish County, WA",confirmed,18
2020-03-06,"Snohomish County, WA",confirmed,19
2020-03-07,"Snohomish County, WA",confirmed,27
2020-03-08,"Snohomish County, WA",confirmed,31
2020-03-09,"Snohomish County, WA",confirmed,31
2020-02-21,"Humboldt County, CA",confirmed,1
2020-02-22,"Humboldt County, CA",confirmed,1
2020-02-23,"Humboldt County, CA",confirmed,1
2020-02-24,"Humboldt County, CA",confirmed,1
2020-02-25,"Humboldt County, CA",confirmed,1
2020-02-26,"Humboldt County, CA",confirmed,1
2020-02-27,"Humboldt County, CA",confirmed,1
2020-02-28,"Humboldt County, CA",confirmed,1
2020-02-29,"Humboldt County, CA",confirmed,1
2020-03-01,"Humboldt County, CA",confirmed,1
2020-03-02,"Humboldt County, CA",confirmed,1
2020-03-03,"Humboldt County, CA",confirmed,1
2020-03-04,"Humboldt County, CA",confirmed,1
2020-03-05,"Humboldt County, CA",confirmed,1
2020-03-06,"Humboldt County, CA",confirmed,1
2020-03-07,"Humboldt County, CA",confirmed,1
2020-03-08,"Humboldt County, CA",confirmed,1
2020-03-09,"Humboldt County, CA",confirmed,1
2020-02-21,"Sacramento County, CA",confirmed,1
2020-02-22,"Sacramento County, CA",confirmed,1
2020-02-23,"Sacramento County, CA",confirmed,1
2020-02-24,"Sacramento County, CA",confirmed,1
2020-02-25,"Sacramento County, CA",confirmed,1
2020-02-26,"Sacramento County, CA",confirmed,1
2020-02-27,"Sacramento County, CA",confirmed,2
2020-02-28,"Sacramento County, CA",confirmed,2
2020-02-29,"Sacramento County, CA",confirmed,2
2020-03-01,"Sacramento County, CA",confirmed,2
2020-03-02,"Sacramento County, CA",confirmed,2
2020-03-03,"Sacramento County, CA",confirmed,2
2020-03-04,"Sacramento County, CA",confirmed,2
2020-03-05,"Sacramento County, CA",confirmed,2
2020-03-06,"Sacramento County, CA",confirmed,2
2020-03-07,"Sacramento County, CA",confirmed,2
2020-03-08,"Sacramento County, CA",confirmed,2
2020-03-09,"Sacramento County, CA",confirmed,2
2020-02-11,"San Diego County, CA",confirmed,1
2020-02-12,"San Diego County, CA",confirmed,1
2020-02-13,"San Diego County, CA",confirmed,2
2020-02-14,"San Diego County, CA",confirmed,2
2020-02-15,"San Diego County, CA",confirmed,2
2020-02-16,"San Diego County, CA",confirmed,2
2020-02-17,"San Diego County, CA",confirmed,2
2020-02-18,"San Diego County, CA",confirmed,2
2020-02-19,"San Diego County, CA",confirmed,2
2020-02-20,"San Diego County, CA",confirmed,2
2020-02-21,"San Diego County, CA",confirmed,2
2020-02-22,"San Diego County, CA",confirmed,2
2020-02-23,"San Diego County, CA",confirmed,2
2020-02-24,"San Diego County, CA",confirmed,2
2020-02-25,"San Diego County, CA",confirmed,2
2020-02-26,"San Diego County, CA",confirmed,2
2020-02-27,"San Diego County, CA",confirmed,2
2020-02-28,"San Diego County, CA",confirmed,2
2020-02-29,"San Diego County, CA",confirmed,2
2020-03-01,"San Diego County, CA",confirmed,2
2020-03-02,"San Diego County, CA",confirmed,2
2020-03-03,"San Diego County, CA",confirmed,2
2020-03-04,"San Diego County, CA",confirmed,2
2020-03-05,"San Diego County, CA",confirmed,3
2020-03-06,"San Diego County, CA",confirmed,3
2020-03-07,"San Diego County, CA",confirmed,3
2020-03-08,"San Diego County, CA",confirmed,3
2020-03-09,"San Diego County, CA",confirmed,3
2020-02-03,"San Benito, CA",confirmed,2
2020-02-04,"San Benito, CA",confirmed,2
2020-02-05,"San Benito, CA",confirmed,2
2020-02-06,"San Benito, CA",confirmed,2
2020-02-07,"San Benito, CA",confirmed,2
2020-02-08,"San Benito, CA",confirmed,2
2020-02-09,"San Benito, CA",confirmed,2
2020-02-10,"San Benito, CA",confirmed,2
2020-02-11,"San Benito, CA",confirmed,2
2020-02-12,"San Benito, CA",confirmed,2
2020-02-13,"San Benito, CA",confirmed,2
2020-02-14,"San Benito, CA",confirmed,2
2020-02-15,"San Benito, CA",confirmed,2
2020-02-16,"San Benito, CA",confirmed,2
2020-02-17,"San Benito, CA",confirmed,2
2020-02-18,"San Benito, CA",confirmed,2
2020-02-19,"San Benito, CA",confirmed,2
2020-02-20,"San Benito, CA",confirmed,2
2020-02-21,"San Benito, CA",confirmed,2
2020-02-22,"San Benito, CA",confirmed,2
2020-02-23,"San Benito, CA",confirmed,2
2020-02-24,"San Benito, CA",confirmed,2
2020-02-25,"San Benito, CA",confirmed,2
2020-02-26,"San Benito, CA",confirmed,2
2020-02-27,"San Benito, CA",confirmed,2
2020-02-28,"San Benito, CA",confirmed,2
2020-02-29,"San Benito, CA",confirmed,2
2020-03-01,"San Benito, CA",confirmed,2
2020-03-02,"San Benito, CA",confirmed,2
2020-03-03,"San Benito, CA",confirmed,2
2020-03-04,"San Benito, CA",confirmed,2
2020-03-05,"San Benito, CA",confirmed,2
2020-03-06,"San Benito, CA",confirmed,2
2020-03-07,"San Benito, CA",confirmed,2
2020-03-08,"San Benito, CA",confirmed,2
2020-03-09,"San Benito, CA",confirmed,2
2020-01-26,"Los Angeles, CA",confirmed,1
2020-01-27,"Los Angeles, CA",confirmed,1
2020-01-28,"Los Angeles, CA",confirmed,1
2020-01-29,"Los Angeles, CA",confirmed,1
2020-01-30,"Los Angeles, CA",confirmed,1
2020-01-31,"Los Angeles, CA",confirmed,1
2020-02-01,"Los Angeles, CA",confirmed,1
2020-02-02,"Los Angeles, CA",confirmed,1
2020-02-03,"Los Angeles, CA",confirmed,1
2020-02-04,"Los Angeles, CA",confirmed,1
2020-02-05,"Los Angeles, CA",confirmed,1
2020-02-06,"Los Angeles, CA",confirmed,1
2020-02-07,"Los Angeles, CA",confirmed,1
2020-02-08,"Los Angeles, CA",confirmed,1
2020-02-09,"Los Angeles, CA",confirmed,1
2020-02-10,"Los Angeles, CA",confirmed,1
2020-02-11,"Los Angeles, CA",confirmed,1
2020-02-12,"Los Angeles, CA",confirmed,1
2020-02-13,"Los Angeles, CA",confirmed,1
2020-02-14,"Los Angeles, CA",confirmed,1
2020-02-15,"Los Angeles, CA",confirmed,1
2020-02-16,"Los Angeles, CA",confirmed,1
2020-02-17,"Los Angeles, CA",confirmed,1
2020-02-18,"Los Angeles, CA",confirmed,1
2020-02-19,"Los Angeles, CA",confirmed,1
2020-02-20,"Los Angeles, CA",confirmed,1
2020-02-21,"Los Angeles, CA",confirmed,1
2020-02-22,"Los Angeles, CA",confirmed,1
2020-02-23,"Los Angeles, CA",confirmed,1
2020-02-24,"Los Angeles, CA",confirmed,1
2020-02-25,"Los Angeles, CA",confirmed,1
2020-02-26,"Los Angeles, CA",confirmed,1
2020-02-27,"Los Angeles, CA",confirmed,1
2020-02-28,"Los Angeles, CA",confirmed,1
2020-02-29,"Los Angeles, CA",confirmed,1
2020-03-01,"Los Angeles, CA",confirmed,1
2020-03-02,"Los Angeles, CA",confirmed,1
2020-03-03,"Los Angeles, CA",confirmed,1
2020-03-04,"Los Angeles, CA",confirmed,7
2020-03-05,"Los Angeles, CA",confirmed,11
2020-03-06,"Los Angeles, CA",confirmed,13
2020-03-07,"Los Angeles, CA",confirmed,14
2020-03-08,"Los Angeles, CA",confirmed,14
2020-03-09,"Los Angeles, CA",confirmed,14
2020-01-22,"King County, WA",confirmed,1
2020-01-23,"King County, WA",confirmed,1
2020-01-24,"King County, WA",confirmed,1
2020-01-25,"King County, WA",confirmed,1
2020-01-26,"King County, WA",confirmed,1
2020-01-27,"King County, WA",confirmed,1
2020-01-28,"King County, WA",confirmed,1
2020-01-29,"King County, WA",confirmed,1
2020-01-30,"King County, WA",confirmed,1
2020-01-31,"King County, WA",confirmed,1
2020-02-01,"King County, WA",confirmed,1
2020-02-02,"King County, WA",confirmed,1
2020-02-03,"King County, WA",confirmed,1
2020-02-04,"King County, WA",confirmed,1
2020-02-05,"King County, WA",confirmed,1
2020-02-06,"King County, WA",confirmed,1
2020-02-07,"King County, WA",confirmed,1
2020-02-08,"King County, WA",confirmed,1
2020-02-09,"King County, WA",confirmed,1
2020-02-10,"King County, WA",confirmed,1
2020-02-11,"King County, WA",confirmed,1
2020-02-12,"King County, WA",confirmed,1
2020-02-13,"King County, WA",confirmed,1
2020-02-14,"King County, WA",confirmed,1
2020-02-15,"King County, WA",confirmed,1
2020-02-16,"King County, WA",confirmed,1
2020-02-17,"King County, WA",confirmed,1
2020-02-18,"King County, WA",confirmed,1
2020-02-19,"King County, WA",confirmed,1
2020-02-20,"King County, WA",confirmed,1
2020-02-21,"King County, WA",confirmed,1
2020-02-22,"King County, WA",confirmed,1
2020-02-23,"King County, WA",confirmed,1
2020-02-24,"King County, WA",confirmed,1
2020-02-25,"King County, WA",confirmed,1
2020-02-26,"King County, WA",confirmed,1
2020-02-27,"King County, WA",confirmed,1
2020-02-28,"King County, WA",confirmed,1
2020-02-29,"King County, WA",confirmed,6
2020-03-01,"King County, WA",confirmed,9
2020-03-02,"King County, WA",confirmed,14
2020-03-03,"King County, WA",confirmed,21
2020-03-04,"King County, WA",confirmed,31
2020-03-05,"King County, WA",confirmed,51
2020-03-06,"King County, WA",confirmed,58
2020-03-07,"King County, WA",confirmed,71
2020-03-08,"King County, WA",confirmed,83
2020-03-09,"King County, WA",confirmed,83
2020-01-24,"Cook County, IL",confirmed,1
2020-01-25,"Cook County, IL",confirmed,1
2020-01-26,"Cook County, IL",confirmed,1
2020-01-27,"Cook County, IL",confirmed,1
2020-01-28,"Cook County, IL",confirmed,1
2020-01-29,"Cook County, IL",confirmed,1
2020-01-30,"Cook County, IL",confirmed,1
2020-01-31,"Cook County, IL",confirmed,2
2020-02-01,"Cook County, IL",confirmed,2
2020-02-02,"Cook County, IL",confirmed,2
2020-02-03,"Cook County, IL",confirmed,2
2020-02-04,"Cook County, IL",confirmed,2
2020-02-05,"Cook County, IL",confirmed,2
2020-02-06,"Cook County, IL",confirmed,2
2020-02-07,"Cook County, IL",confirmed,2
2020-02-08,"Cook County, IL",confirmed,2
2020-02-09,"Cook County, IL",confirmed,2
2020-02-10,"Cook County, IL",confirmed,2
2020-02-11,"Cook County, IL",confirmed,2
2020-02-12,"Cook County, IL",confirmed,2
2020-02-13,"Cook County, IL",confirmed,2
2020-02-14,"Cook County, IL",confirmed,2
2020-02-15,"Cook County, IL",confirmed,2
2020-02-16,"Cook County, IL",confirmed,2
2020-02-17,"Cook County, IL",confirmed,2
2020-02-18,"Cook County, IL",confirmed,2
2020-02-19,"Cook County, IL",confirmed,2
2020-02-20,"Cook County, IL",confirmed,2
2020-02-21,"Cook County, IL",confirmed,2
2020-02-22,"Cook County, IL",confirmed,2
2020-02-23,"Cook County, IL",confirmed,2
2020-02-24,"Cook County, IL",confirmed,2
2020-02-25,"Cook County, IL",confirmed,2
2020-02-26,"Cook County, IL",confirmed,2
2020-02-27,"Cook County, IL",confirmed,2
2020-02-28,"Cook County, IL",confirmed,2
2020-02-29,"Cook County, IL",confirmed,2
2020-03-01,"Cook County, IL",confirmed,3
2020-03-02,"Cook County, IL",confirmed,4
2020-03-03,"Cook County, IL",confirmed,4
2020-03-04,"Cook County, IL",confirmed,4
2020-03-05,"Cook County, IL",confirmed,5
2020-03-06,"Cook County, IL",confirmed,5
2020-03-07,"Cook County, IL",confirmed,6
2020-03-08,"Cook County, IL",confirmed,7
2020-03-09,"Cook County, IL",confirmed,7
2020-03-13,Alabama,confirmed,5
2020-03-14,Alabama,confirmed,6
2020-03-15,Alabama,confirmed,12
2020-03-16,Alabama,confirmed,29
2020-03-17,Alabama,confirmed,39
2020-03-18,Alabama,confirmed,46
2020-03-19,Alabama,confirmed,78
2020-03-20,Alabama,confirmed,83
2020-03-21,Alabama,confirmed,131
2020-03-22,Alabama,confirmed,138
2020-03-14,Puerto Rico,confirmed,3
2020-03-15,Puerto Rico,confirmed,5
2020-03-16,Puerto Rico,confirmed,5
2020-03-17,Puerto Rico,confirmed,5
2020-03-18,Puerto Rico,confirmed,5
2020-03-19,Puerto Rico,confirmed,5
2020-03-20,Puerto Rico,confirmed,14
2020-03-21,Puerto Rico,confirmed,21
2020-03-22,Puerto Rico,confirmed,23
2020-03-15,Guam,confirmed,3
2020-03-16,Guam,confirmed,3
2020-03-17,Guam,confirmed,3
2020-03-18,Guam,confirmed,5
2020-03-19,Guam,confirmed,12
2020-03-20,Guam,confirmed,14
2020-03-21,Guam,confirmed,15
2020-03-22,Guam,confirmed,27
2020-03-14,Virgin Islands,confirmed,1
2020-03-15,Virgin Islands,confirmed,1
2020-03-16,Virgin Islands,confirmed,1
2020-03-17,Virgin Islands,confirmed,2
2020-03-18,Virgin Islands,confirmed,2
2020-03-19,Virgin Islands,confirmed,3
2020-03-20,Virgin Islands,confirmed,3
2020-03-21,Virgin Islands,confirmed,3
2020-03-22,Virgin Islands,confirmed,3
2020-03-10,Washington,deaths,23
2020-03-11,Washington,deaths,29
2020-03-12,Washington,deaths,31
2020-03-13,Washington,deaths,37
2020-03-14,Washington,deaths,37
2020-03-15,Washington,deaths,40
2020-03-16,Washington,deaths,48
2020-03-17,Washington,deaths,55
2020-03-18,Washington,deaths,55
2020-03-19,Washington,deaths,74
2020-03-20,Washington,deaths,83
2020-03-21,Washington,deaths,94
2020-03-22,Washington,deaths,95
2020-03-14,New York,deaths,2
2020-03-15,New York,deaths,3
2020-03-16,New York,deaths,10
2020-03-17,New York,deaths,13
2020-03-18,New York,deaths,16
2020-03-19,New York,deaths,34
2020-03-20,New York,deaths,42
2020-03-21,New York,deaths,60
2020-03-22,New York,deaths,117
2020-03-10,California,deaths,2
2020-03-11,California,deaths,3
2020-03-12,California,deaths,4
2020-03-13,California,deaths,4
2020-03-14,California,deaths,5
2020-03-15,California,deaths,6
2020-03-16,California,deaths,7
2020-03-17,California,deaths,12
2020-03-18,California,deaths,13
2020-03-19,California,deaths,18
2020-03-20,California,deaths,23
2020-03-21,California,deaths,24
2020-03-22,California,deaths,30
2020-03-20,Massachusetts,deaths,1
2020-03-21,Massachusetts,deaths,1
2020-03-22,Massachusetts,deaths,5
2020-03-22,Grand Princess,deaths,1
2020-03-12,Georgia,deaths,1
2020-03-13,Georgia,deaths,1
2020-03-14,Georgia,deaths,1
2020-03-15,Georgia,deaths,1
2020-03-16,Georgia,deaths,1
2020-03-17,Georgia,deaths,1
2020-03-18,Georgia,deaths,3
2020-03-19,Georgia,deaths,10
2020-03-20,Georgia,deaths,13
2020-03-21,Georgia,deaths,14
2020-03-22,Georgia,deaths,23
2020-03-14,Colorado,deaths,1
2020-03-15,Colorado,deaths,1
2020-03-16,Colorado,deaths,1
2020-03-17,Colorado,deaths,2
2020-03-18,Colorado,deaths,2
2020-03-19,Colorado,deaths,4
2020-03-20,Colorado,deaths,4
2020-03-21,Colorado,deaths,4
2020-03-22,Colorado,deaths,6
2020-03-10,Florida,deaths,2
2020-03-11,Florida,deaths,2
2020-03-12,Florida,deaths,2
2020-03-13,Florida,deaths,2
2020-03-14,Florida,deaths,3
2020-03-15,Florida,deaths,4
2020-03-16,Florida,deaths,5
2020-03-17,Florida,deaths,6
2020-03-18,Florida,deaths,7
2020-03-19,Florida,deaths,9
2020-03-20,Florida,deaths,10
2020-03-21,Florida,deaths,13
2020-03-22,Florida,deaths,13
2020-03-10,New Jersey,deaths,1
2020-03-11,New Jersey,deaths,1
2020-03-12,New Jersey,deaths,1
2020-03-13,New Jersey,deaths,1
2020-03-14,New Jersey,deaths,1
2020-03-15,New Jersey,deaths,2
2020-03-16,New Jersey,deaths,2
2020-03-17,New Jersey,deaths,3
2020-03-18,New Jersey,deaths,3
2020-03-19,New Jersey,deaths,9
2020-03-20,New Jersey,deaths,11
2020-03-21,New Jersey,deaths,16
2020-03-22,New Jersey,deaths,20
2020-03-15,Oregon,deaths,1
2020-03-16,Oregon,deaths,1
2020-03-17,Oregon,deaths,1
2020-03-18,Oregon,deaths,2
2020-03-19,Oregon,deaths,3
2020-03-20,Oregon,deaths,3
2020-03-21,Oregon,deaths,5
2020-03-22,Oregon,deaths,4
2020-03-17,Texas,deaths,1
2020-03-18,Texas,deaths,3
2020-03-19,Texas,deaths,5
2020-03-20,Texas,deaths,5
2020-03-21,Texas,deaths,5
2020-03-22,Texas,deaths,6
2020-03-17,Illinois,deaths,1
2020-03-18,Illinois,deaths,1
2020-03-19,Illinois,deaths,4
2020-03-20,Illinois,deaths,5
2020-03-21,Illinois,deaths,6
2020-03-22,Illinois,deaths,9
2020-03-19,Pennsylvania,deaths,1
2020-03-20,Pennsylvania,deaths,1
2020-03-21,Pennsylvania,deaths,2
2020-03-22,Pennsylvania,deaths,3
2020-03-19,Maryland,deaths,1
2020-03-20,Maryland,deaths,1
2020-03-21,Maryland,deaths,2
2020-03-22,Maryland,deaths,3
2020-03-16,South Carolina,deaths,1
2020-03-17,South Carolina,deaths,1
2020-03-18,South Carolina,deaths,1
2020-03-19,South Carolina,deaths,1
2020-03-20,South Carolina,deaths,1
2020-03-21,South Carolina,deaths,3
2020-03-22,South Carolina,deaths,3
2020-03-21,Tennessee,deaths,1
2020-03-22,Tennessee,deaths,2
2020-03-14,Virginia,deaths,1
2020-03-15,Virginia,deaths,1
2020-03-16,Virginia,deaths,1
2020-03-17,Virginia,deaths,2
2020-03-18,Virginia,deaths,2
2020-03-19,Virginia,deaths,2
2020-03-20,Virginia,deaths,2
2020-03-21,Virginia,deaths,2
2020-03-22,Virginia,deaths,6
2020-03-21,Arizona,deaths,1
2020-03-22,Arizona,deaths,2
2020-03-16,Indiana,deaths,1
2020-03-17,Indiana,deaths,2
2020-03-18,Indiana,deaths,2
2020-03-19,Indiana,deaths,2
2020-03-20,Indiana,deaths,2
2020-03-21,Indiana,deaths,4
2020-03-22,Indiana,deaths,6
2020-03-16,Kentucky,deaths,1
2020-03-17,Kentucky,deaths,1
2020-03-18,Kentucky,deaths,1
2020-03-19,Kentucky,deaths,2
2020-03-20,Kentucky,deaths,2
2020-03-21,Kentucky,deaths,3
2020-03-22,Kentucky,deaths,3
2020-03-20,District of Columbia,deaths,1
2020-03-21,District of Columbia,deaths,1
2020-03-22,District of Columbia,deaths,2
2020-03-16,Nevada,deaths,1
2020-03-17,Nevada,deaths,1
2020-03-18,Nevada,deaths,1
2020-03-19,Nevada,deaths,1
2020-03-20,Nevada,deaths,1
2020-03-21,Nevada,deaths,2
2020-03-22,Nevada,deaths,2
2020-03-21,Minnesota,deaths,1
2020-03-22,Minnesota,deaths,1
2020-03-20,Ohio,deaths,2
2020-03-21,Ohio,deaths,3
2020-03-22,Ohio,deaths,3
2020-03-20,Wisconsin,deaths,3
2020-03-21,Wisconsin,deaths,4
2020-03-22,Wisconsin,deaths,4
2020-03-19,Connecticut,deaths,2
2020-03-20,Connecticut,deaths,3
2020-03-21,Connecticut,deaths,4
2020-03-22,Connecticut,deaths,5
2020-03-19,Oklahoma,deaths,1
2020-03-20,Oklahoma,deaths,1
2020-03-21,Oklahoma,deaths,1
2020-03-22,Oklahoma,deaths,2
2020-03-22,Utah,deaths,1
2020-03-13,Kansas,deaths,1
2020-03-14,Kansas,deaths,1
2020-03-15,Kansas,deaths,1
2020-03-16,Kansas,deaths,1
2020-03-17,Kansas,deaths,1
2020-03-18,Kansas,deaths,1
2020-03-19,Kansas,deaths,1
2020-03-20,Kansas,deaths,1
2020-03-21,Kansas,deaths,2
2020-03-22,Kansas,deaths,2
2020-03-14,Louisiana,deaths,1
2020-03-15,Louisiana,deaths,2
2020-03-16,Louisiana,deaths,3
2020-03-17,Louisiana,deaths,4
2020-03-18,Louisiana,deaths,4
2020-03-19,Louisiana,deaths,10
2020-03-20,Louisiana,deaths,14
2020-03-21,Louisiana,deaths,16
2020-03-22,Louisiana,deaths,20
2020-03-19,Missouri,deaths,1
2020-03-20,Missouri,deaths,2
2020-03-21,Missouri,deaths,3
2020-03-22,Missouri,deaths,3
2020-03-20,Vermont,deaths,2
2020-03-21,Vermont,deaths,2
2020-03-22,Vermont,deaths,2
2020-03-19,Michigan,deaths,3
2020-03-20,Michigan,deaths,3
2020-03-21,Michigan,deaths,5
2020-03-22,Michigan,deaths,9
2020-03-19,Mississippi,deaths,1
2020-03-20,Mississippi,deaths,1
2020-03-21,Mississippi,deaths,1
2020-03-22,Mississippi,deaths,1
2020-03-11,South Dakota,deaths,1
2020-03-12,South Dakota,deaths,1
2020-03-13,South Dakota,deaths,1
2020-03-14,South Dakota,deaths,1
2020-03-15,South Dakota,deaths,1
2020-03-16,South Dakota,deaths,1
2020-03-17,South Dakota,deaths,1
2020-03-18,South Dakota,deaths,1
2020-03-19,South Dakota,deaths,1
2020-03-20,South Dakota,deaths,1
2020-03-21,South Dakota,deaths,1
2020-03-22,South Dakota,deaths,1
2020-03-08,"Lee County, FL",deaths,1
2020-03-09,"Lee County, FL",deaths,1
2020-03-09,"Grant County, WA",deaths,1
2020-03-08,"Santa Rosa County, FL",deaths,1
2020-03-09,"Santa Rosa County, FL",deaths,1
2020-03-04,"Placer County, CA",deaths,1
2020-03-05,"Placer County, CA",deaths,1
2020-03-06,"Placer County, CA",deaths,1
2020-03-07,"Placer County, CA",deaths,1
2020-03-08,"Placer County, CA",deaths,1
2020-03-09,"Placer County, CA",deaths,1
2020-03-02,"Snohomish County, WA",deaths,1
2020-03-03,"Snohomish County, WA",deaths,1
2020-03-04,"Snohomish County, WA",deaths,1
2020-03-05,"Snohomish County, WA",deaths,1
2020-03-06,"Snohomish County, WA",deaths,1
2020-03-07,"Snohomish County, WA",deaths,1
2020-03-08,"Snohomish County, WA",deaths,1
2020-03-09,"Snohomish County, WA",deaths,1
2020-02-29,"King County, WA",deaths,1
2020-03-01,"King County, WA",deaths,1
2020-03-02,"King County, WA",deaths,5
2020-03-03,"King County, WA",deaths,6
2020-03-04,"King County, WA",deaths,9
2020-03-05,"King County, WA",deaths,10
2020-03-06,"King County, WA",deaths,12
2020-03-07,"King County, WA",deaths,15
2020-03-08,"King County, WA",deaths,17
2020-03-09,"King County, WA",deaths,17
2020-03-21,Puerto Rico,deaths,1
2020-03-22,Puerto Rico,deaths,1
2020-03-22,Guam,deaths,1
2020-01-22,US,confirmed,1
2020-01-23,US,confirmed,1
2020-01-24,US,confirmed,2
2020-01-25,US,confirmed,2
2020-01-26,US,confirmed,5
2020-01-27,US,confirmed,5
2020-01-28,US,confirmed,5
2020-01-29,US,confirmed,5
2020-01-30,US,confirmed,5
2020-01-31,US,confirmed,7
2020-02-01,US,confirmed,8
2020-02-02,US,confirmed,8
2020-02-03,US,confirmed,11
2020-02-04,US,confirmed,11
2020-02-05,US,confirmed,11
2020-02-06,US,confirmed,11
2020-02-07,US,confirmed,11
2020-02-08,US,confirmed,11
2020-02-09,US,confirmed,11
2020-02-10,US,confirmed,11
2020-02-11,US,confirmed,12
2020-02-12,US,confirmed,12
2020-02-13,US,confirmed,13
2020-02-14,US,confirmed,13
2020-02-15,US,confirmed,13
2020-02-16,US,confirmed,13
2020-02-17,US,confirmed,13
2020-02-18,US,confirmed,13
2020-02-19,US,confirmed,13
2020-02-20,US,confirmed,13
2020-02-21,US,confirmed,15
2020-02-22,US,confirmed,15
2020-02-23,US,confirmed,15
2020-02-24,US,confirmed,51
2020-02-25,US,confirmed,51
2020-02-26,US,confirmed,57
2020-02-27,US,confirmed,58
2020-02-28,US,confirmed,60
2020-02-29,US,confirmed,68
2020-03-01,US,confirmed,74
2020-03-02,US,confirmed,98
2020-03-03,US,confirmed,118
2020-03-04,US,confirmed,149
2020-03-05,US,confirmed,217
2020-03-06,US,confirmed,262
2020-03-07,US,confirmed,402
2020-03-08,US,confirmed,518
2020-03-09,US,confirmed,583
2020-03-10,US,confirmed,959
2020-03-11,US,confirmed,1281
2020-03-12,US,confirmed,1663
2020-03-13,US,confirmed,2179
2020-03-14,US,confirmed,2727
2020-03-15,US,confirmed,3499
2020-03-16,US,confirmed,4632
2020-03-17,US,confirmed,6421
2020-03-18,US,confirmed,7783
2020-03-19,US,confirmed,13677
2020-03-20,US,confirmed,19100
2020-03-21,US,confirmed,25489
2020-03-22,US,confirmed,33272
2020-02-29,US,deaths,1
2020-03-01,US,deaths,1
2020-03-02,US,deaths,6
2020-03-03,US,deaths,7
2020-03-04,US,deaths,11
2020-03-05,US,deaths,12
2020-03-06,US,deaths,14
2020-03-07,US,deaths,17
2020-03-08,US,deaths,21
2020-03-09,US,deaths,22
2020-03-10,US,deaths,28
2020-03-11,US,deaths,36
2020-03-12,US,deaths,40
2020-03-13,US,deaths,47
2020-03-14,US,deaths,54
2020-03-15,US,deaths,63
2020-03-16,US,deaths,85
2020-03-17,US,deaths,108
2020-03-18,US,deaths,118
2020-03-19,US,deaths,200
2020-03-20,US,deaths,244
2020-03-21,US,deaths,307
2020-03-22,US,deaths,417
